person,condition,RT,FI,stimulus,included
16,before,228,56.3,2,FALSE
16,before,251,56.3,3,FALSE
16,before,247,56.3,4,FALSE
16,before,258,56.3,5,TRUE
16,before,253,56.3,6,TRUE
16,before,240,56.3,7,TRUE
16,before,225,56.3,8,TRUE
16,before,225,56.3,9,TRUE
16,before,191,56.3,10,TRUE
16,before,216,56.3,11,TRUE
16,before,220,56.3,12,TRUE
16,before,211,56.3,13,TRUE
16,before,277,56.3,14,TRUE
16,before,281,56.3,15,TRUE
16,before,228,56.3,16,FALSE
16,before,232,56.3,17,TRUE
16,before,222,56.3,18,TRUE
16,before,225,56.3,19,TRUE
16,before,235,56.3,20,TRUE
16,before,212,56.3,21,TRUE
16,before,247,56.3,22,TRUE
16,before,216,56.3,23,TRUE
16,before,227,56.3,24,TRUE
16,before,335,56.3,25,TRUE
16,before,220,56.3,26,TRUE
16,before,237,56.3,27,TRUE
16,before,218,56.3,28,TRUE
16,after,346,56.3,1,FALSE
16,after,239,56.3,2,FALSE
16,after,223,56.3,3,FALSE
16,after,271,56.3,4,FALSE
16,after,284,56.3,5,TRUE
16,after,231,56.3,6,TRUE
16,after,203,56.3,7,TRUE
16,after,218,56.3,8,TRUE
16,after,271,56.3,9,TRUE
16,after,206,56.3,10,TRUE
16,after,229,56.3,11,TRUE
16,after,235,56.3,12,TRUE
16,after,179,56.3,13,TRUE
16,after,270,56.3,14,TRUE
16,after,295,56.3,15,TRUE
16,after,294,56.3,16,TRUE
16,after,232,56.3,17,TRUE
16,after,229,56.3,18,TRUE
16,after,224,56.3,19,TRUE
16,after,379,56.3,20,TRUE
16,after,215,56.3,21,TRUE
16,after,226,56.3,22,TRUE
16,after,245,56.3,23,TRUE
16,after,245,56.3,24,TRUE
16,after,227,56.3,25,TRUE
16,after,255,56.3,26,TRUE
16,after,238,56.3,27,TRUE
16,after,241,56.3,28,TRUE
17,before,441,45.9,1,FALSE
17,before,301,45.9,2,FALSE
17,before,419,45.9,3,FALSE
17,before,323,45.9,4,FALSE
17,before,324,45.9,5,TRUE
17,before,303,45.9,6,TRUE
17,before,284,45.9,7,TRUE
17,before,308,45.9,8,TRUE
17,before,318,45.9,9,TRUE
17,before,386,45.9,10,TRUE
17,before,304,45.9,11,TRUE
17,before,309,45.9,12,TRUE
17,before,302,45.9,13,TRUE
17,before,354,45.9,14,TRUE
17,before,325,45.9,15,TRUE
17,before,291,45.9,16,TRUE
17,before,333,45.9,17,TRUE
17,before,371,45.9,18,TRUE
17,before,323,45.9,19,TRUE
17,before,384,45.9,20,TRUE
17,before,373,45.9,21,TRUE
17,before,312,45.9,22,TRUE
17,before,347,45.9,23,TRUE
17,before,334,45.9,24,TRUE
17,before,318,45.9,25,TRUE
17,before,395,45.9,26,TRUE
17,before,372,45.9,27,TRUE
17,before,340,45.9,28,TRUE
17,after,388,45.9,1,FALSE
17,after,353,45.9,2,FALSE
17,after,422,45.9,3,FALSE
17,after,429,45.9,4,FALSE
17,after,311,45.9,5,TRUE
17,after,388,45.9,6,TRUE
17,after,338,45.9,7,TRUE
17,after,399,45.9,8,TRUE
17,after,402,45.9,9,TRUE
17,after,331,45.9,10,TRUE
17,after,400,45.9,11,TRUE
17,after,384,45.9,12,TRUE
17,after,381,45.9,13,TRUE
17,after,355,45.9,14,TRUE
17,after,435,45.9,15,TRUE
17,after,371,45.9,16,TRUE
17,after,371,45.9,17,TRUE
17,after,401,45.9,18,TRUE
17,after,299,45.9,19,TRUE
17,after,368,45.9,20,TRUE
17,after,322,45.9,21,TRUE
17,after,327,45.9,22,TRUE
17,after,375,45.9,23,TRUE
17,after,370,45.9,24,TRUE
17,after,366,45.9,25,TRUE
17,after,445,45.9,26,TRUE
17,after,359,45.9,27,TRUE
17,after,380,45.9,28,TRUE
18,before,292,40.4,1,FALSE
18,before,253,40.4,2,FALSE
18,before,264,40.4,3,FALSE
18,before,262,40.4,4,FALSE
18,before,267,40.4,5,TRUE
18,before,311,40.4,6,TRUE
18,before,316,40.4,7,TRUE
18,before,256,40.4,8,TRUE
18,before,311,40.4,9,TRUE
18,before,286,40.4,10,TRUE
18,before,248,40.4,11,TRUE
18,before,299,40.4,12,TRUE
18,before,254,40.4,13,TRUE
18,before,256,40.4,14,TRUE
18,before,238,40.4,15,TRUE
18,before,239,40.4,16,TRUE
18,before,234,40.4,17,TRUE
18,before,251,40.4,18,TRUE
18,before,233,40.4,19,TRUE
18,before,302,40.4,20,TRUE
18,before,304,40.4,21,TRUE
18,before,236,40.4,22,TRUE
18,before,233,40.4,23,TRUE
18,before,222,40.4,24,TRUE
18,before,235,40.4,25,TRUE
18,before,298,40.4,26,TRUE
18,before,223,40.4,27,TRUE
18,before,285,40.4,28,TRUE
18,after,264,40.4,1,FALSE
18,after,243,40.4,2,FALSE
18,after,242,40.4,3,FALSE
18,after,282,40.4,4,FALSE
18,after,299,40.4,5,TRUE
18,after,281,40.4,6,TRUE
18,after,282,40.4,7,TRUE
18,after,238,40.4,8,TRUE
18,after,263,40.4,9,TRUE
18,after,259,40.4,10,TRUE
18,after,257,40.4,11,TRUE
18,after,297,40.4,12,TRUE
18,after,247,40.4,13,TRUE
18,after,212,40.4,14,TRUE
18,after,258,40.4,15,TRUE
18,after,219,40.4,16,TRUE
18,after,246,40.4,17,TRUE
18,after,226,40.4,18,TRUE
18,after,218,40.4,19,TRUE
18,after,293,40.4,20,TRUE
18,after,261,40.4,21,TRUE
18,after,250,40.4,22,TRUE
18,after,265,40.4,23,TRUE
18,after,242,40.4,24,TRUE
18,after,205,40.4,25,TRUE
18,after,208,40.4,26,TRUE
18,after,223,40.4,27,TRUE
18,after,258,40.4,28,TRUE
19,before,337,41.5,1,FALSE
19,before,245,41.5,2,FALSE
19,before,231,41.5,3,FALSE
19,before,225,41.5,4,FALSE
19,before,257,41.5,5,TRUE
19,before,218,41.5,6,TRUE
19,before,221,41.5,7,TRUE
19,before,225,41.5,8,TRUE
19,before,243,41.5,9,TRUE
19,before,241,41.5,10,TRUE
19,before,325,41.5,11,TRUE
19,before,275,41.5,12,TRUE
19,before,242,41.5,13,TRUE
19,before,270,41.5,14,TRUE
19,before,239,41.5,15,TRUE
19,before,227,41.5,16,TRUE
19,before,252,41.5,17,TRUE
19,before,256,41.5,18,TRUE
19,before,258,41.5,19,TRUE
19,before,256,41.5,20,TRUE
19,before,294,41.5,21,TRUE
19,before,262,41.5,22,TRUE
19,before,231,41.5,23,TRUE
19,before,221,41.5,24,TRUE
19,before,238,41.5,25,TRUE
19,before,275,41.5,26,TRUE
19,before,214,41.5,27,TRUE
19,before,214,41.5,28,TRUE
19,after,283,41.5,1,FALSE
19,after,269,41.5,2,FALSE
19,after,228,41.5,3,FALSE
19,after,273,41.5,4,FALSE
19,after,281,41.5,5,TRUE
19,after,268,41.5,6,TRUE
19,after,270,41.5,7,TRUE
19,after,207,41.5,8,TRUE
19,after,239,41.5,9,TRUE
19,after,288,41.5,10,TRUE
19,after,264,41.5,11,TRUE
19,after,253,41.5,12,TRUE
19,after,199,41.5,13,TRUE
19,after,247,41.5,14,TRUE
19,after,208,41.5,15,TRUE
19,after,347,41.5,16,TRUE
19,after,252,41.5,17,TRUE
19,after,285,41.5,18,TRUE
19,after,248,41.5,19,TRUE
19,after,271,41.5,20,TRUE
19,after,246,41.5,21,TRUE
19,after,269,41.5,22,TRUE
19,after,234,41.5,23,TRUE
19,after,235,41.5,24,TRUE
19,after,216,41.5,25,TRUE
19,after,262,41.5,26,TRUE
19,after,238,41.5,27,TRUE
19,after,210,41.5,28,TRUE
20,before,272,48.1,1,FALSE
20,before,226,48.1,2,FALSE
20,before,242,48.1,3,FALSE
20,before,210,48.1,4,FALSE
20,before,229,48.1,5,TRUE
20,before,231,48.1,6,TRUE
20,before,302,48.1,7,TRUE
20,before,245,48.1,8,TRUE
20,before,234,48.1,9,TRUE
20,before,228,48.1,10,TRUE
20,before,220,48.1,11,FALSE
20,before,239,48.1,12,TRUE
20,before,233,48.1,13,TRUE
20,before,235,48.1,14,TRUE
20,before,226,48.1,15,TRUE
20,before,244,48.1,16,TRUE
20,before,257,48.1,17,TRUE
20,before,227,48.1,18,TRUE
20,before,224,48.1,19,TRUE
20,before,288,48.1,20,TRUE
20,before,239,48.1,21,TRUE
20,before,226,48.1,22,TRUE
20,before,208,48.1,23,TRUE
20,before,217,48.1,24,TRUE
20,before,213,48.1,25,TRUE
20,before,228,48.1,26,TRUE
20,before,237,48.1,27,TRUE
20,before,238,48.1,28,TRUE
20,after,237,48.1,1,FALSE
20,after,236,48.1,2,FALSE
20,after,268,48.1,3,FALSE
20,after,237,48.1,4,FALSE
20,after,223,48.1,5,TRUE
20,after,301,48.1,6,TRUE
20,after,292,48.1,7,TRUE
20,after,262,48.1,8,TRUE
20,after,243,48.1,9,TRUE
20,after,220,48.1,10,TRUE
20,after,222,48.1,11,TRUE
20,after,234,48.1,12,TRUE
20,after,231,48.1,13,TRUE
20,after,233,48.1,14,TRUE
20,after,227,48.1,15,TRUE
20,after,229,48.1,16,TRUE
20,after,222,48.1,17,TRUE
20,after,231,48.1,18,TRUE
